"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"729","메디팜미소약국","서울특별시 강북구 미아동 35-4번지 트레지오표핑몰 1층 ","서울특별시 강북구 도봉로 34 (미아동 트레지오쇼핑몰 1층)","20130709","운영중","","","","","0","","","","동물약국","989-9917","202712.53770200000  ","456942.83339300000  ","308000001120130017","정상"
"730","남성약국","서울특별시 강북구 미아동 71-5번지 ","서울특별시 강북구 도봉로 48 (미아동)","20130715","운영중","","","","","0","","","","동물약국","989-5207","202683.66451200000  ","457079.20044400000  ","308000001120130021","정상"
"731","밀알약국","서울특별시 강북구 수유동 47-69번지 ","서울특별시 강북구 덕릉로 79 (수유동)","20130720","운영중","","","","","","","","","동물약국","02-988-7975","201995.07769200000  ","459465.38232700000  ","308000001120130022","정상"
"732","수유온누리약국","서울특별시 강북구 번동 446-12번지 ","서울특별시 강북구 도봉로 324 (번동)","20130725","운영중","","","","","","","","","동물약국","996-9777","202195.38578500000  ","459686.67412200000  ","308000001120130023","정상"
"733","늘푸른약국","서울특별시 강북구 미아동 52-56번지 ","서울특별시 강북구 월계로7나길 9 (미아동)","20130726","운영중","","","","","","","","","동물약국","987-0389","202945.65164200000  ","457000.34048900000  ","308000001120130024","정상"
"734","고려약국","서울특별시 강북구 수유동 472-30번지 ","서울특별시 강북구 삼양로 337 (수유동)","20130911","운영중","","","","","","","","","동물약국","980-6875","201531.08000800000  ","459334.68093700000  ","308000001120130029","정상"
"735","조아약국","서울특별시 강북구 미아동 61-51번지 ","서울특별시 강북구 도봉로13길 13 (미아동)","20131114","운영중","","","","","","","","","동물약국","070-7757-1436","202592.01968100000  ","457250.67752100000  ","308000001120130030","정상"
"736","매일약국","서울특별시 강북구 수유동 168-5번지 1층 ","서울특별시 강북구 도봉로 389 1층 (수유동)","20140414","운영중","","","","","","","","","동물약국","02-993-4341","202568.71812500000  ","460247.73101200000  ","308000001120140001","정상"
"737","수종로약국","서울특별시 강북구 미아동 460-55번지 ","서울특별시 강북구 솔샘로64길 43 (미아동)","20140710","운영중","","","","","0","","","","동물약국","","202526.82080000000  ","457329.02427200000  ","308000001120140002","정상"
"738","종암동물약국","서울특별시 성북구 종암동 70-1번지 용진빌딩 1층 ","서울특별시 성북구 종암로19길 6 (종암동 용진빌딩 1층)","20151028","운영중","","","","","","","","","동물약국","02-922-9458","203006.83392700000  ","455445.04841800000  ","307000001120150003","정상"
"739","정다운약국","서울특별시 강서구 화곡동 969-12번지 ","서울특별시 강서구 까치산로 120 (화곡동)","20070625","운영중","","","","","0","","","","동물약국","2065-2998","186770.12159400000  ","449891.91519900000  ","315000001120070001","정상"
"740","화곡태평양약국","서울특별시 강서구 화곡동 ","서울특별시 강서구 강서로 205 (화곡동 세종빌딩)","20090519","운영중","","","","","0","","","","동물약국","2693-1044","185650.05063600000  ","449415.42358800000  ","315000001120090001","정상"
"741","한강메디칼약국","서울특별시 강서구 가양동 ","서울특별시 강서구 허준로 23 (가양동 한강아파트)","20130701","운영중","","","","","0","","","","동물약국","02-2659-7489","186418.94141900000  ","452552.48683000000  ","315000001120130002","정상"
"742","신세계약국","서울특별시 강서구 화곡동 ","서울특별시 강서구 까치산로 73 (화곡동 윤영혜산부인과의원)","20130701","운영중","","","","","0","","","","동물약국","02-2603-1551","186474.83514800000  ","449536.73218400000  ","315000001120130003","정상"
"743","공항약국","서울특별시 강서구 공항동 ","서울특별시 강서구 방화동로 10 (공항동)","20130717","운영중","","","","","0","","","","동물약국","02-2661-4889","183108.01480500000  ","451424.08925000000  ","315000001120130004","정상"
"744","화곡메디칼약국","서울특별시 강서구 화곡동 ","서울특별시 강서구 가로공원로76길 56 (화곡동 최인제내과의원)","20130724","운영중","","","","","0","","","","동물약국","02-2605-4155","185665.66453400000  ","448349.35343300000  ","315000001120130005","정상"
"745","메디팜푸른약국","서울특별시 강서구 내발산동 ","서울특별시 강서구 강서로 293-1 (내발산동 대림빌딩)","20130724","운영중","","","","","0","","","","동물약국","02-2661-2001","185508.85600900000  ","450295.26906500000  ","315000001120130006","정상"
"746","21C 세계로약국","서울특별시 강서구 화곡동 1064-4번지 21C 세계로약국 ","서울특별시 강서구 화곡로 173 (화곡동 청도빌딩)","20130814","운영중","","","","","","","","","동물약국","","185926.23646800000  ","449182.62899100000  ","315000001120130008","정상"
"747","하늘팜약국","서울특별시 강서구 가양동 ","서울특별시 강서구 양천로 461 (가양동 주영빌딩)","20130820","운영중","","","","","0","","","","동물약국","02-3663-7071","186943.84194000000  ","451511.68005900000  ","315000001120130011","정상"
"748","송약국","서울특별시 강서구 염창동 ","서울특별시 강서구 양천로 637 (염창동 한마음삼성아파트)","20130827","운영중","","","","","0","","","","동물약국","02-2659-2526","188393.64379700000  ","450627.97028700000  ","315000001120130012","정상"
"749","고운마음약국","서울특별시 강서구 등촌동 ","서울특별시 강서구 양천로 500 (등촌동 노블리움오피스텔)","20131119","운영중","","","","","0","","","","동물약국","02-3663-7779","187235.62461700000  ","451232.80339400000  ","315000001120130013","정상"
"750","강서자이온누리약국","서울특별시 강서구 가양동 1498번지 109-2호","서울특별시 강서구 양천로 401 A동 109-2호 (가양동 한강자이타워)","20131129","운영중","","","","","","","","","동물약국","02-2638-5233","186630.03551500000  ","451807.03755400000  ","315000001120130015","정상"
"751","동보당약국","","서울특별시 관악구 관악로 236 (봉천동)","20151119","운영중","","","","","","","","","동물약국","02-877-3303","196142.11782400000  ","442884.48210200000  ","320000001120150006","정상"
"752","광제사약국","서울특별시 광진구 중곡동 230-14번지 ","서울특별시 광진구 면목로 130 (중곡동)","20151021","운영중","","","","","0","","","","동물약국","464-1832","207147.06930100000  ","451718.38081100000  ","304000001120150002","정상"
"753","연신종로약국","서울특별시 은평구 불광동 353-66번지 ","서울특별시 은평구 연서로32길 3 (불광동 남재빌딩)","20160531","운영중","","","","","","","","","동물약국","02-359-4341","193374.84800500000  ","457865.62152200000  ","311000001120160004","정상"
"754","시민의 숲 수약국","서울특별시 서초구 양재동 314-9번지 승진빌딩 1층 ","서울특별시 서초구 마방로2길 57 1층 (양재동 승진빌딩)","20160630","운영중","","","","","","","","","동물약국","02-579-8852","203490.91961800000  ","441294.32494800000  ","321000001120160009","정상"
"755","목동세계로약국","","서울특별시 양천구 목동동로12길 45 (목동 목동삼익아파트)","20160524","운영중","","","","","","","","","동물약국","02-2644-4680","188985              ","446713              ","314000001120160005","정상"
"756","나진약국","서울특별시 도봉구 방학동 271-2번지 ","서울특별시 도봉구 방학로 223 (방학동)","20160630","운영중","","","","","","","","","동물약국","3491-9158","202426.51060100000  ","462426.69420400000  ","309000001120160006","정상"
"757","시원약국","서울특별시 강북구 번동 446-1번지 ","서울특별시 강북구 오패산로 413 (번동 미니스톱)","20160608","운영중","","","","","","","","","동물약국","","202308.34147400000  ","459758.46016100000  ","308000001120160004","정상"
"758","광실약국(마포 동물약국)","","서울특별시 마포구 도화길 32 101호 (도화동 삼성프라자 상가)","20160602","운영중","","","","","","","","","동물약국","27113627","195545.15486400000  ","449039.49861400000  ","313000001120160002","정상"
"759","한라약국","서울특별시 용산구 이태원동 131-3번지 ","서울특별시 용산구 보광로 124 (이태원동)","20160912","운영중","","","","","","","","","동물약국","02-795-7603","199494.36235500000  ","448260.62172500000  ","302000001120160004","정상"
"760","서초메이플약국","서울특별시 서초구 서초동 1341-7번지 조이빌딩 1층 ","서울특별시 서초구 남부순환로347길 101 1층 (서초동 조이빌딩)","20161024","운영중","","","","","","","","","동물약국","02-581-0783","202585              ","442951              ","321000001120160013","정상"
"761","튼튼하나약국","","서울특별시 동대문구 답십리로 259 (장안동)","20161010","운영중","","","","","","","","","동물약국","02-2215-6388","206101.12239100000  ","452584.52232400000  ","305000001120160007","정상"
"762","밝은세상약국","","서울특별시 관악구 신림로 368 (신림동)","20160107","운영중","","","","","0","","","","동물약국","02-6012-5453","193743.13073800000  ","443076.22639600000  ","320000001120160002","정상"
"763","더튼튼약국","서울특별시 도봉구 창동 75-13번지 ","서울특별시 도봉구 노해로65길 10 1층 (창동)","20170511","운영중","","","","","","","","","동물약국","9990105","204113.22613100000  ","461358.22491700000  ","309000001120170005","정상"
"764","참좋은약국","서울특별시 도봉구 창동 661-38번지 ","서울특별시 도봉구 도봉로 496 1층 102호 (창동)","20170511","운영중","","","","","","","","","동물약국","900-2055","203152.68998300000  ","461118.25661800000  ","309000001120170006","정상"
"765","방초한약국","","서울특별시 성동구 난계로 114-31 상가동 2층 201호 (하왕십리동 금호베스트빌)","20170501","운영중","","","","","0","","","","동물약국","02-2295-5529","202329.47221000000  ","451391.26102000000  ","303000001120170003","정상"
"766","팜코리아약국","서울특별시 중랑구 면목동 458-1번지 ","서울특별시 중랑구 면목로 352 (면목동)","20170501","운영중","","","","","0","","","","동물약국","02-433-8421","207828.11197300000  ","453757.05966000000  ","306000001120170003","정상"
"767","연세우리약국","","서울특별시 성동구 왕십리로 296-1 (행당동 조흥은행)","20170518","운영중","","","","","","","","","동물약국","02-2293-1339","203181.62833800000  ","451247.83620200000  ","303000001120170005","정상"
"768","압구정화이트약국","서울특별시 강남구 신사동 609-1번지 미승빌딩 1층 102호 ","서울특별시 강남구 압구정로30길 23 (신사동 미승빌딩 1층 102호 )","20170616","운영중","","","","","","","","","동물약국","","202607.13745100000  ","447378.14836000000  ","322000001120170011","정상"
"769","수보온누리약국","서울특별시 성북구 정릉동 393-8번지 ","서울특별시 성북구 솔샘로6길 63 (정릉동 참사랑가정의학과의원)","20170829","운영중","","","","","","","","","동물약국","02-914-1555","200711.79701600000  ","456580.63593700000  ","307000001120170018","정상"
"770","소망약국","서울특별시 성북구 정릉동 16-174번지 ","서울특별시 성북구 정릉로 322 (정릉동)","20170710","운영중","","","","","0","","","","동물약국","02-918-8055","201676.66654000000  ","455844.75393500000  ","307000001120170015","정상"
"771","망원동 약국","","서울특별시 마포구 망원로 69 1층 (망원동)","20170725","운영중","","","","","","","","","동물약국","23339915","191567.65840400000  ","450880.78541600000  ","313000001120170007","정상"
"772","은평자연약국","서울특별시 은평구 갈현동 469-1번지 A동 106호","서울특별시 은평구 서오릉로 174 A동 106호 (갈현동)","20170824","운영중","","","","","","","","","동물약국","02-389-1101","192447.32439300000  ","457075.25430800000  ","311000001120170003","정상"
"773","사랑온누리약국","서울특별시 은평구 녹번동 278-1번지 201동 103호","서울특별시 은평구 서오릉로 46 201동 103호 (녹번동 녹번2차현대아파트)","20170824","운영중","","","","","","","","","동물약국","02-356-8875","193376.57797700000  ","456206.67678600000  ","311000001120170004","정상"
"774","우리들온누리약국","","서울특별시 동작구 사당로 196 103호 (사당동 거묵프리미엄 상가)","20170807","운영중","","","","","","","","","동물약국","02-522-0993","197337.49159800000  ","442832.55094000000  ","319000001120170003","정상"
"775","봄동물약국","서울특별시 성북구 삼선동4가 336번지 논현빌딩 2층 ","서울특별시 성북구 보문로 183 2층 (삼선동4가 논현빌딩)","20170922","운영중","","","","","","","","","동물약국","02-2678-7684","201305.85086700000  ","454512.67632800000  ","307000001120170021","정상"
"776","자연주의약국","서울특별시 강서구 화곡동 107-13번지 101호","서울특별시 강서구 화곡로 194-26 101호 (화곡동 모아빌딩)","20170829","운영중","","","","","","","","","동물약국","2608-5264","186090.85698500000  ","449177.16854100000  ","315000001120170007","정상"
"777","밝은약국","서울특별시 송파구 잠실동 19-9번지 ","서울특별시 송파구 올림픽로 119 3층 3A04호 (잠실동 잠실파인애플상가)","20170907","운영중","","","","","","","","","동물약국","02-422-0317","207443.00173300000  ","445848.66748400000  ","323000001120170014","정상"
"778","수프라자약국","서울특별시 송파구 마천동 35-1번지 ","서울특별시 송파구 거마로 61 1층 (마천동 강동중앙의원)","20170712","운영중","","","","","","","","","동물약국","24437727","212947.19207800000  ","444344.91619300000  ","323000001120170012","정상"
"779","제일약국","","서울특별시 송파구 백제고분로 457 1층 (방이동 다우빌딩)","20170621","운영중","","","","","0","","","","동물약국","24178486","209958.12993900000  ","445788.17535200000  ","323000001120170007","정상"
"780","조약국","","서울특별시 동대문구 천호대로 133 지하2층 (용두동 홈플러스 동대문점)","20170803","운영중","","","","","","","","","동물약국","02-3293-0136","203424.65084300000  ","452778.77913000000  ","305000001120170005","정상"
"781","한솔인유로 온누리약국","서울특별시 강남구 역삼동 755번지 2층 25호 ","서울특별시 강남구 역삼로 310 2층 25호 (역삼동 한솔필리아)","20170821","운영중","","","","","","","","","동물약국","02-3453-8171","204281.68353000000  ","444420.37623200000  ","322000001120170017","정상"
"782","장약국","서울특별시 강남구 논현동 209번지 삼환아르누보 B109호 ","서울특별시 강남구 학동로 224 (논현동 삼환아르누보 B109호 )","20170707","운영중","","","","","","","","","동물약국","","202961.61780100000  ","446112.09426900000  ","322000001120170012","정상"
"783","온누리민우약국","서울특별시 성북구 석관동 193-7번지 ","서울특별시 성북구 돌곶이로22길 49 (석관동)","20170623","운영중","","","","","","","","","동물약국","969-4582","205355.05196000000  ","456793.92907500000  ","307000001120170010","정상"
"784","양재신세계약국","서울특별시 서초구 양재동 210-5번지 ","서울특별시 서초구 매헌로 34 1층 (양재동 한일빌딩)","20170710","운영중","","","","","","","","","동물약국","","203077.71412300000  ","440513.14676000000  ","321000001120170002","정상"
"785","정수메디칼약국","서울특별시 구로구 구로동 100-8번지 신안타워 ","서울특별시 구로구 구로중앙로 68 101호 (구로동 신안타워)","20171031","운영중","","","","","","","","","동물약국","28517520","190167.21314000000  ","444050.46966300000  ","316000001120170004","정상"
"786","세민약국","서울특별시 영등포구 양평동3가 23-4번지 102호","서울특별시 영등포구 선유서로 117 102호 (양평동3가)","20170802","운영중","","","","","","","","","동물약국","02-2677-0367","189933.00011900000  ","447413.95656700000  ","318000001120170006","정상"
"787","하나로약국","서울특별시 서초구 양재동 230-1번지 ","서울특별시 서초구 청계산로 10 1층 (양재동 농협하나로클럽)","20170918","운영중","","","","","","","","","동물약국","02-578-4955","203851.08566900000  ","440423.89101900000  ","321000001120170008","정상"
"788","조아약국","서울특별시 성북구 하월곡동 37-6번지 1층 ","서울특별시 성북구 화랑로 87 1층 (하월곡동)","20170628","운영중","","","","","","","","","동물약국","919-8575","203688.74978100000  ","455900.82568300000  ","307000001120170011","정상"
"789","사랑받는 약국","서울특별시 성북구 정릉동 14-15번지 1층 ","서울특별시 성북구 정릉로36길 28 1층 (정릉동)","20170628","운영중","","","","","","","","","동물약국","943-2385","201507.70505400000  ","455870.95969100000  ","307000001120170012","정상"
"790","정릉 서현 동물약국","서울특별시 성북구 정릉동 132-2번지 1층 ","서울특별시 성북구 정릉로32길 4 1층 (정릉동)","20170628","운영중","","","","","","","","","동물약국","3292-0999","201463.33544100000  ","455912.24125200000  ","307000001120170013","정상"
"791","호호약국","서울특별시 은평구 역촌동 1-1번지 ","서울특별시 은평구 서오릉로 139 (역촌동)","20171020","운영중","","","","","","","","","동물약국","02-358-1236","192713.68184400000  ","456809.03183300000  ","311000001120170010","정상"
"792","경하프라자약국","서울특별시 은평구 구산동 196-3번지 ","서울특별시 은평구 서오릉로 157 (구산동 유성빌딩)","20171020","운영중","","","","","","","","","동물약국","02-385-7271","192549.77800000000  ","456938.01038700000  ","311000001120170011","정상"
"793","서현온누리약국","서울특별시 중구 남창동 9-15번지 ","서울특별시 중구 퇴계로 61 1층 (남창동 금오빌딩)","20170717","운영중","","","","","393.52","","","","동물약국","02-776-5830","198137.15007100000  ","451093.49673000000  ","301000001120170002","정상"
"794","보건약국","서울특별시 서대문구 홍제동 172-30번지 ","서울특별시 서대문구 통일로 435 (홍제동)","20170922","운영중","","","","","23","","","","동물약국","","195148.05660200000  ","454245.14661700000  ","312000001120170004","정상"
"795","팜그린약국","서울특별시 용산구 한강로3가 16-9번지 전자랜드 1층 A-147호 ","서울특별시 용산구 청파로 74 A동 지상1층 147호 (한강로3가 전자랜드)","20170921","운영중","","","","","","","","","동물약국","02-3273-1553","196425.53454300000  ","448144.03032000000  ","302000001120170004","정상"
"796","한미약국","서울특별시 성북구 종암동 88-3번지 ","서울특별시 성북구 종암로 97 (종암동)","20170704","운영중","","","","","","","","","동물약국","02-925-0825","203027.71963500000  ","455489.22205300000  ","307000001120170014","정상"
"797","연세희망약국","서울특별시 은평구 갈현동 462-54번지 1층 ","서울특별시 은평구 연서로 175 1층 (갈현동)","20170822","운영중","","","","","","","","","동물약국","02-353-3589","192719.08797900000  ","457219.97338700000  ","311000001120170002","정상"
"798","한가족약국","서울특별시 송파구 석촌동 286-1번지 ","서울특별시 송파구 송파대로 423 1층 (석촌동 석촌빌딩)","20170822","운영중","","","","","","","","","동물약국","412-8779","209492.06851000000  ","445011.70145000000  ","323000001120170013","정상"
"799","햇살약국","서울특별시 강서구 화곡동 832-11번지 ","서울특별시 강서구 곰달래로49길 23 (화곡동)","20170809","운영중","","","","","","","","","동물약국","2601-1640","187416.33128000000  ","448147.26511500000  ","315000001120170005","정상"
"800","건강한세상행복한약국","서울특별시 강남구 논현동 199번지 대남빌딩 1층 ","서울특별시 강남구 강남대로 488 (논현동 대남빌딩)","20170802","운영중","","","","","","","","","동물약국","02-245-0029","202145.29378500000  ","445159.00493300000  ","322000001120170016","정상"
"801","세계로 약국","서울특별시 중랑구 중화동 303-14번지 ","서울특별시 중랑구 동일로 775 (중화동 그린빌딩)","20170802","운영중","","","","","","","","","동물약국","02-432-3284","207017.55415400000  ","455571.32976100000  ","306000001120170007","정상"
"802","청담명약국","서울특별시 강남구 청담동 76-5번지 5층 ","서울특별시 강남구 학동로 501 5층 (청담동)","20171101","운영중","","","","","","","","","동물약국","02-512-0556","204461.51397500000  ","446631.58474600000  ","322000001120170019","정상"
"803","종로수약국","서울특별시 관악구 봉천동 971-1번지 ","서울특별시 관악구 보라매로 4 (봉천동)","20171008","운영중","","","","","","","","","동물약국","02-877-0789","193630.65169900000  ","443392.21308200000  ","320000001120170003","정상"
"804","예은약국","서울특별시 종로구 구기동 94번지 ","서울특별시 종로구 진흥로 456 (구기동)","20150402","운영중","","","","","","","","","동물약국","","196330.44476300000  ","456366.45023300000  ","300000001120150001","정상"
"805","갤러리아온누리약국","서울특별시 강남구 신사동 664-7번지 ","서울특별시 강남구 선릉로 843 (신사동)","20150311","운영중","","","","","","","","","동물약국","25170129","203554.32509300000  ","447525.49820800000  ","322000001120150002","정상"
"806","강남신사동물약국","서울특별시 강남구 신사동 664-1번지 103호","서울특별시 강남구 압구정로54길 5 103호 (신사동)","20150403","운영중","","","","","","","","","동물약국","070-4135-2497","203516.45926800000  ","447553.61294500000  ","322000001120150003","정상"
"807","신월우리약국","서울특별시 양천구 신월동 428-2번지 1층 104호 청송프라임 ","서울특별시 양천구 월정로 51 1층 104호 (신월동 청송프라임)","20150403","운영중","","","","","","","","","동물약국","2603-0182","186002.77494500000  ","447204.51322600000  ","314000001120150001","정상"
"808","스마일온누리약국","서울특별시 성동구 성수동2가 333-16번지 이마트성수점 3층 ","서울특별시 성동구 뚝섬로 379 3층 (성수동2가 이마트성수점)","20150603","운영중","","","","","0","","","","동물약국","02-462-3364","204727.75434400000  ","448937.10326300000  ","303000001120150003","정상"
"809","바른약국","서울특별시 강남구 신사동 561-31번지 신웅타워 1층 ","서울특별시 강남구 도산대로 157 신웅타워 1층 (신사동)","20171211","운영중","","","","","","","","","동물약국","","202266.89580800000  ","446616.73294800000  ","322000001120170020","정상"
"810","허브약국","서울특별시 중구 신당동 366-106번지 ","서울특별시 중구 다산로 82 1층 (신당동)","20110809","운영중","","","","","22.68","","","","동물약국","","200741.78851200000  ","450237.09513600000  ","301000001120110001","정상"
"811","정다운약국","서울특별시 중구 무학동 32번지 ","서울특별시 중구 다산로39길 11 (무학동)","20120717","운영중","","","","","0","","","","동물약국","2237-0388","201341.85098300000  ","451629.92613100000  ","301000001120120001","정상"
"812","기풍약국","서울특별시 중구 신당동 52-13번지 ","서울특별시 중구 다산로40길 56 (신당동)","20130604","운영중","","","","","","","","","동물약국","222520450","201685.38662600000  ","451517.20183400000  ","301000001120130003","정상"
"813","명동중앙약국","서울특별시 중구 충무로1가 25-9번지 A동 102호","서울특별시 중구 명동8나길 49 A동 102호 (충무로1가)","20130610","운영중","","","","","","","","","동물약국","02-777-0505","198423.94342700000  ","451283.04598800000  ","301000001120130004","정상"
"814","광주약국","서울특별시 중구 회현동1가 180-2번지 1층 ","서울특별시 중구 퇴계로6길 5 1층 (회현동1가)","20130621","운영중","","","","","","","","","동물약국","02-756-3609","198087.17479800000  ","450943.07603100000  ","301000001120130005","정상"
"815","동화약국","서울특별시 중구 신당동 282-107번지 1층 ","서울특별시 중구 다산로34길 47 1층 (신당동)","20130628","운영중","","","","","","","","","동물약국","02-2234-9666","201510.91723000000  ","451358.84029600000  ","301000001120130006","정상"
"816","우리네약국","서울특별시 중구 신당동 842번지 ","서울특별시 중구 동호로10길 30 103104호 (신당동)","20130719","운영중","","","","","","","","","동물약국","02-2252-3335","201459.46010200000  ","450694.04427600000  ","301000001120130008","정상"
"817","샘물온누리약국","서울특별시 중구 신당동 ","서울특별시 중구 퇴계로88길 45 1층 (신당동)","20130719","운영중","","","","","294.93","","","","동물약국","02-965-3336","201802.20830100000  ","451559.58910000000  ","301000001120130012","정상"
"818","비타민약국","서울특별시 중구 초동 17-1번지 2층 ","서울특별시 중구 충무로 48 2층 (초동)","20130826","운영중","","","","","0","","","","동물약국","02-2279-0720","199378.18550600000  ","451760.06975700000  ","301000001120130015","정상"
"819","메가약국","서울특별시 중구 황학동 2545번지 롯데캐슬베네치아 메가몰동 2093호","서울특별시 중구 청계천로 400 메가몰동동 2층 2093호 (황학동 롯데캐슬베네치아)","20140611","운영중","","","","","","","","","동물약국","031-563-3650","202011.80009600000  ","452413.41289400000  ","301000001120140001","정상"
"820","예일약국","서울특별시 광진구 구의동 221-1번지 ","서울특별시 광진구 구의로 23 (구의동)","20040319","운영중","","","","","0","","","","동물약국","02-453-4341","207901.32623500000  ","448955.83231300000  ","304000001120040001","정상"
"821","하나약국","서울특별시 광진구 중곡동 89-10번지 ","서울특별시 광진구 영화사로 40 (중곡동)","20040520","운영중","","","","","0","","","","동물약국","447-9708","208045.85429000000  ","450757.16830100000  ","304000001120040007","정상"
"822","우리들약국","서울특별시 광진구 중곡동 89-1번지 ","서울특별시 광진구 영화사로 30 (중곡동)","20040520","운영중","","","","","0","","","","동물약국","452-7120","207973.72019700000  ","450822.65240800000  ","304000001120040008","정상"
"823","금성당약국","서울특별시 광진구 중곡동 58-27번지 ","서울특별시 광진구 긴고랑로 115 (중곡동)","20040525","운영중","","","","","10","","","","동물약국","444-0159","207777.16351500000  ","451104.83128300000  ","304000001120040010","정상"
"824","화양종로약국","서울특별시 광진구 군자동 346-22번지 ","서울특별시 광진구 군자로 73 (군자동)","20040603","운영중","","","","","0","","","","동물약국","463-0380","206238.24085100000  ","450021.12524700000  ","304000001120040011","정상"
"825","광진약국","서울특별시 광진구 광장동 425-2번지 ","서울특별시 광진구 아차산로 511 (광장동)","20040603","운영중","","","","","0","","","","동물약국","457-8377","208673.99427300000  ","449185.79407100000  ","304000001120040012","정상"
"826","백약국","서울특별시 광진구 중곡동 198-4번지 ","서울특별시 광진구 면목로 174 (중곡동)","20040609","운영중","","","","","0","","","","동물약국","466-4696","207331.21968500000  ","452129.13589500000  ","304000001120040013","정상"
"827","신성모약국","서울특별시 광진구 자양동 52-6번지 ","서울특별시 광진구 뚝섬로24길 3 (자양동)","20040624","운영중","","","","","0","","","","동물약국","462-0382","205640.61892900000  ","448539.98270500000  ","304000001120040016","정상"
"828","그랜드약국","서울특별시 광진구 화양동 34-4번지 ","서울특별시 광진구 아차산로29길 55 (화양동)","20040625","운영중","","","","","0","","","","동물약국","462-8447","206105.94316000000  ","449315.16716300000  ","304000001120040018","정상"
"829","강변프라자약국","서울특별시 광진구 구의동 631-1번지 ","서울특별시 광진구 광나루로56길 29 (구의동)","20060306","운영중","","","","","752","","","","동물약국","3437-3027","208734.37513700000  ","448777.22526100000  ","304000001120060001","정상"
"830","세계로약국","서울특별시 광진구 화양동 48-14번지 ","서울특별시 광진구 아차산로 219 (화양동)","20090113","운영중","","","","","379.84","","","","동물약국","466-0253","206003.63077300000  ","449070.76687500000  ","304000001120090001","정상"
"831","옵티마자양미소약국","서울특별시 광진구 자양동 608-7번지 ","서울특별시 광진구 뚝섬로 606 (자양동)","20120308","운영중","","","","","0","","","","동물약국","453-7985","206793.65883000000  ","448131.82349600000  ","304000001120120001","정상"
"832","쉐르빌대학약국","서울특별시 광진구 구의동 199-18번지 삼성쉐르빌 105호","서울특별시 광진구 구의강변로 106 105호 (구의동 삼성쉐르빌)","20130613","운영중","","","","","0","","","","동물약국","","208386.82998600000  ","448931.96939000000  ","304000001120130001","정상"
"834","서울온누리약국","서울특별시 광진구 구의동 213-3번지 ","서울특별시 광진구 구의강변로 99 (구의동)","20130627","운영중","","","","","0","","","","동물약국","455-5191","208292.97594800000  ","448895.12782700000  ","304000001120130004","정상"
"835","중곡종로약국","서울특별시 광진구 중곡동 79-9번지 ","서울특별시 광진구 용마산로 46 (중곡동)","20130709","운영중","","","","","0","","","","동물약국","2201-4321","207784.49516900000  ","450920.07731900000  ","304000001120130005","정상"
"836","더클래식약국","서울특별시 광진구 자양동 227-342번지 ","서울특별시 광진구 능동로 92 1층 (자양동)","20130725","운영중","","","","","0","","","","동물약국","455-4565","206293.91546100000  ","448834.97907600000  ","304000001120130006","정상"
"837","백조온누리약국","서울특별시 광진구 중곡동 240-1번지 ","서울특별시 광진구 면목로 113 (중곡동)","20130726","운영중","","","","","0","","","","동물약국","","207058.49967900000  ","451584.61634500000  ","304000001120130007","정상"
"838","온누리메디칼약국","서울특별시 광진구 자양동 8-1번지 송천빌딩 ","서울특별시 광진구 아차산로 220 (자양동 송천빌딩)","20130806","운영중","","","","","0","","","","동물약국","461-0120","205979.36831100000  ","449016.14871800000  ","304000001120130008","정상"
"839","금성약국","서울특별시 광진구 구의동 252-90번지 ","서울특별시 광진구 자양로 112 (구의동)","20130829","운영중","","","","","0","","","","동물약국","447-1500","207394.65757100000  ","448688.23971000000  ","304000001120130010","정상"
"840","스타시티약국","서울특별시 광진구 자양동 227-6번지 ","서울특별시 광진구 아차산로 290 (자양동)","20131008","운영중","","","","","0","","","","동물약국","447-7439","206638.60962500000  ","448765.55671100000  ","304000001120130012","정상"
"841","봄약국","서울특별시 광진구 자양동 608-21번지 103호","서울특별시 광진구 자양번영로 34 103호 (자양동)","20140207","운영중","","","","","0","","","","동물약국","3436-9434","206701.54920300000  ","448136.32743000000  ","304000001120140001","정상"
"842","삼육오약국","서울특별시 광진구 자양동 24-19번지 ","서울특별시 광진구 동일로 86 (자양동)","20140311","운영중","","","","","0","","","","동물약국","930-5035","205589.05111900000  ","448972.15766900000  ","304000001120140002","정상"
"843","자양100세약국","서울특별시 광진구 자양동 616-29번지 ","서울특별시 광진구 뚝섬로 629 (자양동)","20140320","운영중","","","","","0","","","","동물약국","","207030.50183700000  ","448081.48896600000  ","304000001120140003","정상"
"844","신승보약국","서울특별시 광진구 자양동 52-193번지 ","서울특별시 광진구 뚝섬로24길 11 (자양동)","20140721","운영중","","","","","0","","","","동물약국","468-0193","205627.36235400000  ","448498.13434500000  ","304000001120140004","정상"
"845","자양하나약국","서울특별시 광진구 자양동 653-47번지 ","서울특별시 광진구 자양로9길 77 104호 (자양동 필산빌딩)","20140915","운영중","","","","","0","","","","동물약국","070-4400-6306","207178.13669300000  ","448033.84210900000  ","304000001120140005","정상"
